JobID,Year,Salary,Estimate_Boolean,Title,Org Type,Location
1027,2017,"$63,968.00 ",,Prospect Research Analyst,Higher Ed,NV
1028,2017,"$48,348.00 ",,Prospect Research Analyst,Higher Ed,NV
1029,2017,"$47,931.26 ",,Prospect Research Specialist,Higher Ed,IN
1030,2017,"$17,161.65 ",,Prospect Research Specialist,Higher Ed,IN
1031,2017,"$7,075.35 ",,Prospect Research Asst Recp (Inactive),Higher Ed,IN
1032,2017,"$60,762.00 ",,Associate Director - Prospect Development,Higher Ed,UT
1033,2017,"$47,084.00 ",,Annual Giving & Prospect Management Coordinator,Higher Ed,UT
1034,2017,"$36,635.41 ",,Analyst 1 - Data And Prospect Research,Higher Ed,UT
1035,2017,"$26,965.35 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1036,2017,"$4,967.83 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1037,2018,"$68,489.00 ",,Prospect Research Analyst,Higher Ed,NV
1038,2018,"$29,625.00 ",,Prospect Research Analyst,Higher Ed,NV
1039,2018,"$48,960.00 ",,Prospect Research Analyst,Higher Ed,FL
1040,2018,"$68,489.00 ",,Prospect Research Analyst,Higher Ed,NV
1041,2018,"$52,401.00 ",,Prospect Research Analyst,Higher Ed,FL
1042,2018,"$50,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1043,2018,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1044,2018,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1045,2018,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1046,2018,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1047,2018,"$49,215.54 ",,Prospect Research Specialist,Higher Ed,IN
1048,2018,"$31,515.18 ",,Prospect Research Specialist (Inactive),Higher Ed,IN
1049,2018,"$47,687.43 ",,Associate Director - Prospect Development,Higher Ed,UT
1050,2018,"$48,000.00 ",,Annual Giving & Prospect Management Coordinator,Higher Ed,UT
1051,2018,"$33,647.75 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1052,2018,"$32,250.00 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1053,2018,"$5,059.14 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1054,2018,"$5,158.26 ",,Associate Director - Prospect Development,Higher Ed,UT
1055,2019,"$49,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1056,2019,"$52,401.00 ",,Prospect Research Analyst,Higher Ed,FL
1057,2019,"$48,374.00 ",,Prospect Research Analyst,Higher Ed,FL
1058,2019,"$57,627.00 ",,Prospect Research Analyst,Higher Ed,FL
1059,2019,"$45,030.00 ",,Prospect Research Analyst,Higher Ed,MA
1060,2019,"$50,118.00 ",,Prospect Research Analyst,Higher Ed,FL
1061,2019,"$50,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1062,2019,"$44,880.00 ",,Prospect Research Analyst,Higher Ed,FL
1063,2019,"$41,944.00 ",,Prospect Research Analyst,Higher Ed,FL
1064,2019,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1065,2019,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1066,2019,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1067,2019,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1068,2019,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1069,2019,"$50,340.95 ",,Prospect Research Specialist,Higher Ed,IN
1070,2019,"$50,350.86 ",,Director - Prospect Development,Higher Ed,UT
1071,2019,"$48,744.09 ",,Annual Giving & Prospect Management Coordinator,Higher Ed,UT
1072,2019,"$28,120.89 ",,Analyst I - Prospect Development,Higher Ed,UT
1073,2019,"$18,140.84 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1074,2019,"$20,438.71 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1075,2019,"$11,579.19 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1076,2019,"$11,820.49 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1077,2019,"$10,096.46 ",,Analyst I - Prospect Development,Higher Ed,UT
1078,2020,"$41,816.00 ",,Prospect Research Analyst,Higher Ed,TX
1079,2020,"$53,187.00 ",,Prospect Research Analyst,Higher Ed,FL
1080,2020,"$48,374.00 ",,Prospect Research Analyst,Higher Ed,FL
1081,2020,"$45,493.00 ",,Prospect Research Analyst,Higher Ed,FL
1082,2020,"$50,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1083,2020,"$57,857.00 ",,Prospect Research Analyst,Higher Ed,FL
1084,2020,"$49,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1085,2020,"$54,036.00 ",,Prospect Research Analyst,Higher Ed,TX
1086,2020,"$58,185.00 ",,Prospect Research Analyst,Higher Ed,MA
1087,2020,"$53,626.00 ",,Prospect Research Analyst,Higher Ed,FL
1088,2020,"$45,164.00 ",,Prospect Research Analyst,Higher Ed,AZ
1089,2020,"$45,164.00 ",,Prospect Research Analyst,Higher Ed,AZ
1090,2020,"$45,164.00 ",,Prospect Research Analyst,Higher Ed,AZ
1091,2020,"$45,164.00 ",,Prospect Research Analyst,Higher Ed,AZ
1092,2020,"$44,461.00 ",,Prospect Research Analyst,Higher Ed,AZ
1093,2020,"$52,742.07 ",,Prospect Research Specialist,Higher Ed,IN
1094,2020,"$41,594.67 ",,Exec Dir Adv Svcs Prospect Dev,Higher Ed,IN
1095,2020,"$40,972.93 ",,Asst Dir Prospect Research,Higher Ed,IN
1096,2020,"$28,594.99 ",,Exec Dir Adv Svcs Prospect Dev (Inactive),Higher Ed,IN
1097,2020,"$49,994.51 ",,Director - Prospect Development,Higher Ed,UT
1098,2020,"$43,098.28 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1099,2020,"$31,019.94 ",,Analyst I - Prospect Development,Higher Ed,UT
1100,2020,"$20,149.97 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1101,2020,"$8,527.90 ",,Analyst I - Prospect Development,Higher Ed,UT
1102,2020,"$4,884.37 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1103,2021,"$53,407.00 ",,Prospect Research Analyst,Higher Ed,MA
1104,2021,"$70,261.00 ",,Prospect Research Analyst,Higher Ed,NV
1105,2021,"$55,644.00 ",,Prospect Research Analyst,Higher Ed,TX
1106,2021,"$55,620.00 ",,Prospect Research Analyst,Higher Ed,TN
1107,2021,"$47,418.00 ",,Prospect Research Analyst,Higher Ed,TN
1108,2021,"$70,261.00 ",,Prospect Research Analyst,Higher Ed,NV
1109,2021,"$27,692.00 ",,Prospect Research Analyst,Higher Ed,MA
1110,2021,"$59,303.00 ",,Prospect Research Analyst,Higher Ed,FL
1111,2021,"$55,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1112,2021,"$54,967.00 ",,Prospect Research Analyst,Higher Ed,FL
1113,2021,"$53,187.00 ",,Prospect Research Analyst,Higher Ed,FL
1114,2021,"$50,067.00 ",,Prospect Research Analyst,Higher Ed,FL
1115,2021,"$45,493.00 ",,Prospect Research Analyst,Higher Ed,FL
1116,2021,"$49,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1117,2021,"$44,819.00 ",,Prospect Research Analyst,Higher Ed,AZ
1118,2021,"$44,819.00 ",,Prospect Research Analyst,Higher Ed,AZ
1119,2021,"$44,819.00 ",,Prospect Research Analyst,Higher Ed,AZ
1120,2021,"$44,819.00 ",,Prospect Research Analyst,Higher Ed,AZ
1121,2021,"$44,122.00 ",,Prospect Research Analyst,Higher Ed,AZ
1122,2021,"$78,816.27 ",,Director Prospect Research,Higher Ed,IN
1123,2021,"$100,867.69 ",,Exec Dir Adv Svcs Prospect Dev,Higher Ed,IN
1124,2021,"$50,542.78 ",,Prospect Research Specialist,Higher Ed,IN
1125,2021,"$52,873.89 ",,Asst Dir Prospect Research,Higher Ed,IN
1126,2021,"$63,450.96 ",,Director - Prospect Development,Higher Ed,UT
1127,2021,"$43,305.28 ",,Analyst I - Data And Prospect Research,Higher Ed,UT
1128,2021,"$41,659.92 ",,Analyst I - Prospect Development,Higher Ed,UT
1129,2021,"$39,300.00 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1130,2021,"$8,801.21 ",,Office Manager/Prospect Development,Higher Ed,UT
1131,2022,"$47,418.00 ",,Prospect Research Analyst,Higher Ed,TN
1132,2022,"$54,967.00 ",,Prospect Research Analyst,Higher Ed,FL
1133,2022,"$55,898.00 ",,Prospect Research Analyst,Higher Ed,TN
1134,2022,"$48,829.00 ",,Prospect Research Analyst,Higher Ed,TX
1135,2022,"$59,118.00 ",,Prospect Research Analyst,Higher Ed,MA
1136,2022,"$48,214.00 ",,Prospect Research Analyst,Higher Ed,TX
1137,2022,"$49,880.00 ",,Prospect Research Analyst,Higher Ed,TX
1138,2022,"$50,650.00 ",,Prospect Research Analyst,Higher Ed,MA
1139,2022,"$57,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1140,2022,"$53,984.00 ",,Prospect Research Analyst,Higher Ed,FL
1141,2022,"$49,735.00 ",,Prospect Research Analyst,Higher Ed,FL
1142,2022,"$55,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1143,2022,"$50,067.00 ",,Prospect Research Analyst,Higher Ed,FL
1144,2022,"$59,303.00 ",,Prospect Research Analyst,Higher Ed,FL
1145,2022,"$48,961.00 ",,Prospect Research Analyst,Higher Ed,AZ
1146,2022,"$48,961.00 ",,Prospect Research Analyst,Higher Ed,AZ
1147,2022,"$48,000.00 ",,Prospect Research Analyst,Higher Ed,AZ
1148,2022,"$86,210.88 ",,Director Prospect Research,Higher Ed,IN
1149,2022,"$49,277.06 ",,Prospect Research Specialist,Higher Ed,IN
1150,2022,"$35,478.34 ",,Assistant Director of Prospect Strategy,Higher Ed,IN
1151,2022,"$26,607.88 ",,Asst Dir Prospect Research,Higher Ed,IN
1152,2022,"$102,618.79 ",,Exec Dir Adv Svcs Prospect Dev,Higher Ed,IN
1153,2022,"$70,539.36 ",,Director - Prospect Development,Higher Ed,UT
1154,2022,"$43,074.00 ",,Analyst I - Prospect Development,Higher Ed,UT
1155,2022,"$40,567.63 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1156,2022,"$30,756.64 ",,Prospect Development & Office Manager,Higher Ed,UT
1157,2022,"$18,216.55 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1158,2022,"$14,000.00 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1159,2022,"$5,649.82 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1160,2022,"$2,303.07 ",,Assistant - Data And Prospect Research,Higher Ed,UT
1161,2023,"$70,160.00 ",,Prospect Research Analyst,Higher Ed,TX
1162,2023,"$46,965.00 ",,Prospect Research Analyst,Higher Ed,FL
1163,2023,"$50,466.00 ",,Prospect Research Analyst,Higher Ed,MA
1164,2023,"$70,466.00 ",,Prospect Research Analyst,Higher Ed,MA
1165,2023,"$48,432.00 ",,Prospect Research Analyst,Higher Ed,TX
1166,2023,"$58,710.00 ",,Prospect Research Analyst,Higher Ed,FL
1167,2023,"$63,132.00 ",,Prospect Research Analyst,Higher Ed,FL
1168,2023,"$66,950.00 ",,Prospect Research Analyst,Higher Ed,FL
1169,2023,"$48,667.00 ",,"Analyst, Prospect Research",Higher Ed,TX
1170,2023,"$52,591.00 ",,Prospect Research Analyst,Higher Ed,TX
1171,2023,"$70,160.00 ",,Prospect Research Analyst,Higher Ed,TX
1172,2023,"$70,466.00 ",,Prospect Research Analyst,Higher Ed,MA
1173,2023,"$55,640.00 ",,Prospect Research Analyst,Higher Ed,MS
1174,2023,"$58,384.00 ",,Prospect Research Analyst,Higher Ed,FL
1175,2023,"$57,230.00 ",,Prospect Research Analyst,Higher Ed,MS
1176,2023,"$53,788.00 ",,Prospect Research Analyst,Higher Ed,FL
1177,2023,"$50,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1178,2023,"$49,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1179,2023,"$49,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1180,2023,"$47,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1181,2023,"$66,950.00 ",,Prospect Research Analyst,Higher Ed,FL
1182,2023,"$52,008.00 ",,Prospect Research Analyst,Higher Ed,AR
1183,2023,"$5,910.00 ",,Prospect Research Analyst,Higher Ed,AR
1184,2023,"$46,696.19 ",,Asst Dir Prospect Research,Higher Ed,IN
1185,2023,"$59,046.24 ",,Director Prospect Research,Higher Ed,IN
1186,2023,"$47,259.06 ",,Assistant Director of Prospect Strategy,Higher Ed,IN
1187,2023,"$80,415.12 ",,Director - Prospect Development,Higher Ed,UT
1188,2023,"$52,634.26 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1189,2023,"$45,468.00 ",,Analyst I - Prospect Development,Higher Ed,UT
1190,2023,"$26,512.88 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1191,2023,"$23,060.19 ",,Prospect Development & Research Manager,Higher Ed,UT
1192,2023,"$7,000.00 ",,Mgr Prospect Dev & Research,Higher Ed,UT
1193,2024,"$46,019.00 ",,Prospect Research Analyst,Higher Ed,FL
1194,2024,"$59,044.00 ",,"Analyst, Prospect Research",Higher Ed,TX
1195,2024,"$68,959.00 ",,Prospect Research Analyst,Higher Ed,FL
1196,2024,"$34,483.00 ",,Prospect Research Analyst,Higher Ed,FL
1197,2024,"$67,495.00 ",,Prospect Research Analyst,Higher Ed,TX
1198,2024,"$60,135.00 ",,Prospect Research Analyst,Higher Ed,FL
1199,2024,"$50,470.00 ",,Prospect Research Analyst,Higher Ed,FL
1200,2024,"$50,470.00 ",,Prospect Research Analyst,Higher Ed,FL
1201,2024,"$68,959.00 ",,Prospect Research Analyst,Higher Ed,FL
1202,2024,"$55,402.00 ",,Prospect Research Analyst,Higher Ed,FL
1203,2024,"$60,593.00 ",,Prospect Research Analyst,Higher Ed,MS
1204,2024,"$64,877.00 ",,Prospect Research Analyst,Higher Ed,MS
1205,2024,"$59,156.00 ",,"Prospect Researcher, Senior",Higher Ed,AZ
1206,2024,"$54,641.00 ",,Prospect Research Analyst,Higher Ed,TX
1207,2024,"$66,652.00 ",,Prospect Research Analyst,Higher Ed,MA
1208,2024,"$56,000.00 ",,Prospect Research Analyst,Higher Ed,ID
1209,2024,"$50,820.00 ",,Prospect Research Analyst,Higher Ed,MS
1210,2024,"$60,471.00 ",,Prospect Research Analyst,Higher Ed,FL
1211,2024,"$68,317.00 ",,Prospect Research Analyst Iii,Higher Ed,FL
1212,2024,"$48,719.00 ",,Prospect Research Analyst,Higher Ed,FL
1213,2024,"$25,990.00 ",,Prospect Research Analyst,Higher Ed,TX
1214,2024,"$52,000.00 ",,Prospect Research Analyst,Higher Ed,FL
1215,2024,"$47,669.00 ",,Prospect Research Analyst,Higher Ed,FL
1216,2024,"$45,307.00 ",,Prospect Research Analyst,Higher Ed,AR
1217,2024,"$47,185.43 ",,Assistant Director of Prospect Strategy,Higher Ed,IN
1218,2024,"$51,166.10 ",,Assistant Director of Prospect Research and Interi,Higher Ed,IN
1219,2024,"$88,235.76 ",,Director - Prospect Development,Higher Ed,UT
1220,2024,"$58,900.08 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1221,2024,"$47,191.84 ",,Assistant Ii - Data And Prospect Research,Higher Ed,UT
1222,2024,"$47,182.08 ",,Prospect Development & Research Manager,Higher Ed,UT
1223,2024,"$42,137.52 ",,Data Coordinator - Prospect Data And Communication,Higher Ed,UT
1224,2025,"$53,820.00 ",,Prospect Research Analyst,Higher Ed,VA
1225,2025,"$23,218.00 ",,Prospect Research Analyst,Higher Ed,FL
1226,2025,"$57,064.00 ",,Prospect Research Analyst,Higher Ed,FL
1227,2025,"$58,550.00 ",,Prospect Research Analyst,Higher Ed,VA
1228,2025,"$57,000.00 ",,Prospect Research Analyst,Higher Ed,VA
1229,2025,"$71,027.00 ",,Prospect Research Analyst,Higher Ed,FL
1230,2025,"$51,879.00 ",,Prospect Research Analyst,Higher Ed,MS
1231,2025,"$58,030.00 ",,Prospect Research Analyst,Higher Ed,FL
1232,2025,"$58,758.00 ",,Prospect Research Analyst,Higher Ed,VA
1233,2025,"$51,984.00 ",,Prospect Research Analyst,Higher Ed,FL
1234,2025,"$58,184.00 ",,Prospect Research Analyst,Higher Ed,ID
1235,2025,"$61,500.00 ",,Prospect Research Analyst,Higher Ed,VA
1236,2025,"$50,500.00 ",,Prospect Research Analyst,Higher Ed,FL
1237,2025,"$76,961.00 ",,"Director, Prospect Management",Higher Ed,AR
1238,2025,"$51,899.00 ",,Prospect Research Analyst,Higher Ed,FL
1239,2025,"$75,656.00 ",,Prospect Research Analyst Ii,Higher Ed,MS
1240,2025,"$51,984.00 ",,Prospect Research Analyst,Higher Ed,FL
1241,2025,"$53,560.00 ",,Prospect Research Analyst,Higher Ed,FL
1242,2025,"$45,757.00 ",,Prospect Research Analyst,Higher Ed,AR
1243,2025,"$74,943.00 ",,Prospect Research Analyst Ii,Higher Ed,MS
1244,2025,"$52,216.00 ",,Prospect Research Analyst,Higher Ed,VA
1245,2025,"$62,285.00 ",,Prospect Research Analyst,Higher Ed,FL
1246,2025,"$53,000.00 ",,Prospect Research Analyst,Higher Ed,VA
1247,2025,"$51,500.00 ",,Prospect Research Analyst,Higher Ed,VA
1248,2025,"$66,155.00 ",,"Director, Prospect Management & Research",Higher Ed,KY
1249,2025,"$49,500.00 ",,Prospect Research Analyst,Higher Ed,MA
1250,2025,"$61,939.00 ",,Prospect Research Analyst,Higher Ed,FL
1251,2025,"$49,500.06 ",,Assistant Director of Prospect Research,Higher Ed,IN
1252,2025,"$71,811.60 ",,Development Assoc Spec - Prospect Res,Higher Ed,KY
1253,2025,"$67,023.12 ",,Dir. of Prospect Research & Management,Higher Ed,KY
1254,2025,"$65,560.08 ",,Development Specialist - Prospect Mgmt,Higher Ed,KY
1255,2025,"$52,044.00 ",,"Asst Dir, Prospect Research",Higher Ed,KY
1256,2025,"$44,324.00 ",,Prospect Rsrch Analyst,Higher Ed,KY
1257,2025,"$35,256.00 ",,Prospect Rsrch Assoc,Higher Ed,KY
1258,2025,"$34,476.00 ",,Prospect Rsrch Assoc,Higher Ed,KY
1259,2025,"$44,325.16 ",,Assistant Director of Prospect Development,Higher Ed,IN
1260,2025,"$49,500.06 ",,Asst Dir Prospect Strategy,Higher Ed,IN
1261,2025,"$91,500.04 ",,Senior Director of Prospect Management,Higher Ed,IN
1262,2025,"$9,190.00 ",,Assistant Director of Research,Higher Ed,IN
1263,2025,"$37,153.50 ",,Assistant Director of Research,Higher Ed,IN
1264,2025,"$51,405.80 ",,Prospect Research Analyst - Data And Prospect Rese,Higher Ed,UT
1265,2025,"$50,430.39 ",,Coordinator - Prospect Data And Communications,Higher Ed,UT
1266,2025,"$48,103.41 ",,Director - Prospect Development,Higher Ed,UT
1267,2025,"$26,979.19 ",,Director - Prospect Development,Higher Ed,UT
1268,2025,"$16,099.43 ",,Prospect Research Analyst - Data And Prospect Rese,Higher Ed,UT
1269,2025,"$15,750.00 ",,Prospect Research Analyst - Data And Prospect Rese,Higher Ed,UT
1270,2025,"$10,715.03 ",,Director - Prospect Development,Higher Ed,UT
1271,2018,"$75,900.00 ",T,Director of Prospect Management,Higher Ed,WY
1272,2018,"$36,000.00 ",T,Prospect Research Associate,Higher Ed,WY
1273,2020,"$77,494.00 ",T,Director of Prospect Management,Higher Ed,WY
1274,2020,"$45,936.00 ",T,"Prospect Dev Analyst, Sr",Higher Ed,WY
1275,2020,"$45,936.00 ",T,"Prospect Dev Analyst, Sr",Higher Ed,WY
1276,2024,"$84,708.00 ",T,Director of Prospect Management,Higher Ed,WY
1277,2025,"$65,004.00 ",T,Coordinator of Prospect & Donor Strategy,Higher Ed,WY
1278,2025,"$84,708.00 ",T,Director of Prospect Management,Higher Ed,WY
1279,2025,"$46,008.00 ",T,Prospect Development and Constituent Analyst I,Higher Ed,WY
1280,2025,"$46,008.00 ",T,Prospect Development and Constituent Analyst I,Higher Ed,WY
1281,2026,"$57,000.00 ",T,Research Analyst,Higher Ed,IN
1282,2026,"$63,008.00 ",T,Coordinator of Prospect & Donor Strategy,Higher Ed,WY
1283,2026,"$87,249.00 ",T,Director of Prospect Management,Higher Ed,WY
1284,2026,"$46,175.00 ",T,Prospect Development and Constituent Analyst I,Higher Ed,WY
1285,2026,"$61,000.00 ",T,Senior Research Analyst,Higher Ed,IN
1286,2024,"21,875.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1287,2024,"133,042.00",,PROSPECT RSCH SPEC 5,Higher Ed,CA
1288,2024,"85,218.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1289,2024,"75,297.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1290,2024,"65,738.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1291,2024,"95,331.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1292,2024,"65,862.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1293,2024,"74,114.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1294,2024,"98,884.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1295,2024,"89,918.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1296,2024,"117,083.00",,PROSPECT RSCH MGR 1,Higher Ed,CA
1297,2024,"38,181.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1298,2024,"91,239.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1299,2024,"162,803.00",,PROSPECT RSCH MGR 2,Higher Ed,CA
1300,2024,"75,446.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1301,2024,"117,083.00",,PROSPECT RSCH MGR 1,Higher Ed,CA
1302,2024,"67,026.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1303,2024,"23,353.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1304,2024,"72,248.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1305,2024,"99,664.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1306,2024,"75,297.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1307,2024,"95,790.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1308,2024,"95,648.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1309,2024,"100,053.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1310,2024,"79,683.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1311,2024,"95,790.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1312,2024,"168,076.00",,PROSPECT RSCH MGR 1,Higher Ed,CA
1313,2024,"87,281.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1314,2024,"133,251.00",,PROSPECT RSCH MGR 1,Higher Ed,CA
1315,2024,0,,PROSPECT RSCH SPEC 3,Higher Ed,CA
1316,2024,"117,316.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1317,2024,"76,315.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1318,2024,"31,347.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1319,2024,"96,667.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1320,2024,"88,006.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1321,2024,"82,780.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1322,2024,"157,533.00",,PROSPECT RSCH MGR 1,Higher Ed,CA
1323,2024,"78,767.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1324,2024,"96,667.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1325,2024,"79,683.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1326,2024,"67,981.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1327,2024,"76,632.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1328,2024,"69,061.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1329,2024,"65,249.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1330,2024,"93,004.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1331,2024,"87,281.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1332,2024,"97,623.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1333,2024,"44,400.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1334,2024,"63,016.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1335,2024,"75,577.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1336,2024,"104,215.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1337,2024,"1,333.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1338,2024,"58,138.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1339,2024,"100,053.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1340,2024,"65,738.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1341,2024,"107,097.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1342,2024,"85,153.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1343,2024,"9,265.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1344,2024,"85,153.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1345,2024,"101,112.00",,PROSPECT RSCH SPEC 4,Higher Ed,CA
1346,2024,"76,793.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
1347,2024,"69,061.00",,PROSPECT RSCH SPEC 2,Higher Ed,CA
1348,2024,"30,688.00",,PROSPECT RSCH SPEC 3,Higher Ed,CA
